2,628254.0,3,3
5,540178.0,3,1
5,322554.0,3,1
3,33042.0,3,1
5,921654.0,3,1
4,738164.0,3,6
4,2147098.0,3,3
5,763030.0,3,3
3,3059921.0,3,0
2,101915.0,3,3
2,63023.0,3,1
2,80055.0,3,1
4,700635.0,3,0
2,502554.0,3,3
5,833458.0,3,1
5,656694.0,3,3
5,1536054.0,3,0
5,842154.0,3,3
5,5760054.0,3,0
3,642798.0,3,6
5,124136.0,3,6
4,334328.0,3,1
2,5024.0,3,3
2,8486.0,3,1
2,967158.0,3,1
5,8294454.0,3,0
3,1961420.0,3,0
3,8077805.0,3,0
3,1120184.0,3,0
4,530975.0,3,0
2,3973.0,3,1
4,3456.0,3,6
2,9492.0,3,3
2,9123.0,3,1
2,5917.0,3,6
2,8324.0,3,1
5,316554.0,3,0
4,2862269.0,3,0
3,153085.0,3,3
4,2515774.0,3,0
4,623010.0,3,0
4,2912831.0,3,0
2,715404.0,3,0
4,255678.0,3,3
2,51424.0,3,0
2,51056.0,3,1
2,31604.0,3,0
2,42924.0,3,0
2,82179.0,3,6
2,95125.0,3,0
2,69911.0,3,0
2,73155.0,3,6
2,67421.0,3,0
2,63298.0,3,3
2,49011.0,3,0
2,63182.0,3,0
2,69487.0,3,6
2,16605.0,3,0
2,83327.0,3,0
2,66955.0,3,3
2,53004.0,3,0
2,62540.0,3,0
2,157969.0,3,0
2,73292.0,3,3
2,117327.0,3,0
2,35087.0,3,0
2,39478.0,3,0
2,180264.0,3,6
2,64065.0,3,6
2,118349.0,3,0
2,73234.0,3,1
2,82102.0,3,0
2,131269.0,3,3
2,67762.0,3,6
2,51803.0,3,0
2,46963.0,3,3
2,140187.0,3,0
2,24768.0,3,0
2,76539.0,3,6
2,55137.0,3,0
2,68739.0,3,0
2,72360.0,3,0
2,66882.0,3,6
2,49856.0,3,6
4,2841244.0,3,0
3,1484862.0,3,0
5,712534.0,3,3
5,1440054.0,3,0
2,1607014.0,3,0
5,952630.0,3,0
3,3381712.0,3,0
2,3588390.0,3,0
3,2654574.0,3,0
4,1354003.0,3,0
4,723587.0,3,0
3,496457.0,3,0
3,547438.0,3,6
4,904952.0,3,0
5,787510.0,3,3
5,2359350.0,3,0
5,1775718.0,3,0
1,290005.0,3,3
1,300005.0,3,6
1,310005.0,3,0
1,320005.0,3,3
1,330005.0,3,0
1,340005.0,3,6
1,350005.0,3,3
1,360005.0,3,1
1,370005.0,3,6
1,380005.0,3,3
1,390005.0,3,1
1,400005.0,3,0
1,410005.0,3,6
1,420005.0,3,0
1,430005.0,3,1
1,440005.0,3,3
1,450005.0,3,0
1,460005.0,3,0
1,470005.0,3,0
1,480005.0,3,3
1,490005.0,3,0
1,500005.0,3,0
1,510005.0,3,0
1,520005.0,3,6
1,530005.0,3,0
1,540005.0,3,0
1,550005.0,3,6
1,560005.0,3,0
1,570005.0,3,1
1,580005.0,3,0
1,590005.0,3,0
1,600005.0,3,0
1,1000005.0,3,0
1,1250005.0,3,0
1,1500005.0,3,0
1,1750005.0,3,0
1,2000005.0,3,0
1,2250005.0,3,0
1,2500005.0,3,0
1,2750005.0,3,0
